pair_id,order,interest_corr,samerace,match,calls_from_female,calls_from_male,calls_to_female,calls_to_male,female_dec,male_dec,female_id,f_rate_m_attr,f_rate_m_sinc,f_rate_m_intel,f_rate_m_fun,f_rate_m_amb,f_rate_m_shar,f_rate_m_like,f_rate_m_prob,f_rate_m_met_before,f_est_matches,f_age,f_field,f_field_num,f_race,f_imp_race,f_imp_relig,f_goal,f_dat_freq,f_out_freq,f_career,f_career_num,f_like_sports,f_like_tvsports,f_like_exercise,f_like_dining,f_like_museums,f_like_art,f_like_hiking,f_like_gaming,f_like_clubbing,f_like_reading,f_like_tv,f_like_theater,f_like_movies,f_like_concerts,f_like_music,f_like_shopping,f_like_yoga,f_exp_happy,f_pref_attr,f_pref_sinc,f_pref_intel,f_pref_fun,f_pref_amb,f_pref_shar,f_genderpref_attr,f_genderpref_sinc,f_genderpref_intel,f_genderpref_fun,f_genderpref_amb,f_genderpref_shar,f_oppgender_pref_attr,f_oppgender_pref_sinc,f_oppgender_pref_intel,f_oppgender_pref_fun,f_oppgender_pref_amb,f_oppgender_pref_shar,f_rate_self_attr,f_rate_self_sinc,f_rate_self_fun,f_rate_self_intel,f_rate_self_amb,f_avg_attr,f_avg_sinc,f_avg_fun,f_avg_intel,f_avg_amb,f_avg_like,male_id,m_rate_f_attr,m_rate_f_sinc,m_rate_f_intel,m_rate_f_fun,m_rate_f_amb,m_rate_f_shar,m_rate_f_like,m_rate_f_prob,m_rate_f_met_before,m_est_matches,m_age,m_field,m_field_num,m_race,m_imp_race,m_imp_relig,m_goal,m_dat_freq,m_out_freq,m_career,m_career_num,m_like_sports,m_like_tvsports,m_like_exercise,m_like_dining,m_like_museums,m_like_art,m_like_hiking,m_like_gaming,m_like_clubbing,m_like_reading,m_like_tv,m_like_theater,m_like_movies,m_like_concerts,m_like_music,m_like_shopping,m_like_yoga,m_exp_happy,m_pref_attr,m_pref_sinc,m_pref_intel,m_pref_fun,m_pref_amb,m_pref_shar,m_gender_pref_attr,m_gender_pref_sinc,m_gender_pref_intel,m_gender_pref_fun,m_gender_pref_amb,m_gender_pref_shar,m_opp_gender_pref_attr,m_opp_gender_pref_sinc,m_opp_gender_pref_intel,m_opp_gender_pref_fun,m_opp_gender_pref_amb,m_opp_gender_pref_shar,m_rate_self_attr,m_rate_self_sinc,m_rate_self_fun,m_rate_self_intel,m_rate_self_amb,m_avg_attr,m_avg_sinc,m_avg_fun,m_avg_intel,m_avg_amb,m_avg_like
150--165,13,0.1,1,1,1,2,1,0,1,1,150,9,8,8,7,8,,7,4,0,1,31,History of Religion,7,2,3,3,4,5,2,professor,2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,12,20,20,20,14,14,20,20,17.14285714,14.28571429,14.28571429,14.28571429,25,15,15,15,15,15,7,9,8,9,8,7.25,8.0625,8.375,7.1875,7.2,6.875,165,8,10,9,8,8,7,8,7,0,3,30,American Studies (Masters),13,2,4,7,3,6,3,Writer,6,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,6,16.67,12.5,20.83,18.75,12.5,18.75,26.31578947,15.78947368,15.78947368,21.05263158,5.263157895,15.78947368,9.090909091,20.4520452,18.18181818,20.4520452,13.64136414,18.18181818,8,6,7,9,2,7.375,7.0625,6.8125,5.6,5.785714286,5.4
152--165,1,0.62,0,1,0,2,1,0,1,1,152,8,8,7,8,8,9,9,6,0,1,27,Political Science,13,4,2,3,1,4,3,professor,2,4,1,4,8,9,8,5,5,7,10,5,9,10,9,9,7,1,5,14,20,20,14,18,14,16.66666667,21.42857143,16.66666667,16.66666667,16.66666667,11.9047619,24.32243224,13.51135114,13.51135114,24.32243224,8.110811081,16.22162216,7,9,8,10,8,7.125,7.9375,7.866666667,5.6,6.692307692,6.125,165,8,9,10,5,9,5,7,4,0,3,30,American Studies (Masters),13,2,4,7,3,6,3,Writer,6,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,6,16.67,12.5,20.83,18.75,12.5,18.75,26.31578947,15.78947368,15.78947368,21.05263158,5.263157895,15.78947368,9.090909091,20.4520452,18.18181818,20.4520452,13.64136414,18.18181818,8,6,7,9,2,7.375,7.0625,6.8125,5.6,5.785714286,5.4
147--166,2,0.19,0,1,0,1,2,0,1,1,147,8,8,8,6,8,7,7,9,1,7,26,Business,8,4,3,3,5,5,1,Business,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,6.75,7.125,7.133333333,8,6.533333333,6.375,166,8,8,8,9,,,8,2,1,1,26,Business,8,6,1,9,5,5,2,Finance,7,5,5,9,4,4,2,5,1,3,9,1,5,8,7,10,1,7,6,27.78,19.44,19.44,27.78,2.78,2.78,21.27659574,17.0212766,17.0212766,17.0212766,12.76595745,14.89361702,21.73782622,15.21847815,15.21847815,15.21847815,17.38826117,15.21847815,7,7,7,7,7,6.875,6.5625,7.0625,6.3125,7.384615385,6
149--166,16,0.17,0,1,0,1,5,0,1,1,149,8,5,6,3,7,8,7,7,0,5,28,International Relations,13,2,3,3,1,5,2,Professor and Government Official,2,8,4,5,8,8,8,8,3,6,6,6,5,8,7,10,9,8,4,8.51,19.15,19.15,19.15,19.15,14.89,25,10,17.5,22.5,20,5,28.57,8.57,20,20,14.29,8.57,8,8,8,8,8,7.3125,7.0625,7.4375,6.5,6.857142857,6.9375,166,7,7,7,7,,,7,4,0,1,26,Business,8,6,1,9,5,5,2,Finance,7,5,5,9,4,4,2,5,1,3,9,1,5,8,7,10,1,7,6,27.78,19.44,19.44,27.78,2.78,2.78,21.27659574,17.0212766,17.0212766,17.0212766,12.76595745,14.89361702,21.73782622,15.21847815,15.21847815,15.21847815,17.38826117,15.21847815,7,7,7,7,7,6.875,6.5625,7.0625,6.3125,7.384615385,6
154--166,14,0.52,0,1,0,1,2,0,1,1,154,9,9,9,9,9,7,8,5,1,,27,MBA,8,2,8,3,6,4,1,finance,7,10,7,8,8,6,6,6,1,6,8,7,7,8,6,6,3,2,7,15.38,17.31,17.31,17.31,17.31,15.38,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,8,9,9,9,9,7.75,7.75,7.5,7.2,7.571428571,6.9375,166,7,7,7,7,,,7,5,1,1,26,Business,8,6,1,9,5,5,2,Finance,7,5,5,9,4,4,2,5,1,3,9,1,5,8,7,10,1,7,6,27.78,19.44,19.44,27.78,2.78,2.78,21.27659574,17.0212766,17.0212766,17.0212766,12.76595745,14.89361702,21.73782622,15.21847815,15.21847815,15.21847815,17.38826117,15.21847815,7,7,7,7,7,6.875,6.5625,7.0625,6.3125,7.384615385,6
142--167,16,-0.63,1,1,0,,3, ,1,1,142,8,8,8,8,8,8,8,8,0,,24,political science,13,2,1,4,1,5,2,professor,2,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,7,14.29,14.29,21.43,21.43,19.05,9.52,20,17.5,15,17.5,15,15,19.5680432,13.03869613,17.38826117,19.5680432,15.21847815,15.21847815,9,9,9,10,7,7.3125,7.1875,7.6875,6.6875,6.538461538,6.625,167,7,6,7,6,4,4,6,4,0,4,23,biology,10,2,1,1,2,6,2,professor,2,9,9,8,6,8,8,9,2,5,6,5,6,8,6,7,3,2,3,18.6,13.95,18.6,16.28,16.28,16.28,23.68421053,13.15789474,15.78947368,21.05263158,13.15789474,13.15789474,13.64,18.18,20.45,13.64,15.91,18.18,6,7,7,7,5,5.9375,6.8125,7.4375,6.75,6.5,5.733333333
150--167,15,0.39,1,1,1,,1, ,1,1,150,7,7,8,8,8,8,7,5,0,1,31,History of Religion,7,2,3,3,4,5,2,professor,2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,12,20,20,20,14,14,20,20,17.14285714,14.28571429,14.28571429,14.28571429,25,15,15,15,15,15,7,9,8,9,8,7.25,8.0625,8.375,7.1875,7.2,6.875,167,7,5,6,7,5,4,6,5,0,4,23,biology,10,2,1,1,2,6,2,professor,2,9,9,8,6,8,8,9,2,5,6,5,6,8,6,7,3,2,3,18.6,13.95,18.6,16.28,16.28,16.28,23.68421053,13.15789474,15.78947368,21.05263158,13.15789474,13.15789474,13.64,18.18,20.45,13.64,15.91,18.18,6,7,7,7,5,5.9375,6.8125,7.4375,6.75,6.5,5.733333333
152--167,3,-0.17,0,1,0,,1, ,1,1,152,7,9,8,8,8,7,,8,0,1,27,Political Science,13,4,2,3,1,4,3,professor,2,4,1,4,8,9,8,5,5,7,10,5,9,10,9,9,7,1,5,14,20,20,14,18,14,16.66666667,21.42857143,16.66666667,16.66666667,16.66666667,11.9047619,24.32243224,13.51135114,13.51135114,24.32243224,8.110811081,16.22162216,7,9,8,10,8,7.125,7.9375,7.866666667,5.6,6.692307692,6.125,167,7,8,8,6,5,3,7,5,0,4,23,biology,10,2,1,1,2,6,2,professor,2,9,9,8,6,8,8,9,2,5,6,5,6,8,6,7,3,2,3,18.6,13.95,18.6,16.28,16.28,16.28,23.68421053,13.15789474,15.78947368,21.05263158,13.15789474,13.15789474,13.64,18.18,20.45,13.64,15.91,18.18,6,7,7,7,5,5.9375,6.8125,7.4375,6.75,6.5,5.733333333
142--168,11,-0.5,0,1,0,,3, ,1,1,142,6,9,9,10,9,10,10,10,0,,24,political science,13,2,1,4,1,5,2,professor,2,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,7,14.29,14.29,21.43,21.43,19.05,9.52,20,17.5,15,17.5,15,15,19.5680432,13.03869613,17.38826117,19.5680432,15.21847815,15.21847815,9,9,9,10,7,7.3125,7.1875,7.6875,6.6875,6.538461538,6.625,168,8,8,7,7,7,8,8,9,0,5,23,Cell Biology,10,4,1,1,1,4,2,TBA,10,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,5,11.11,17.78,17.78,17.78,17.78,17.78,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,5,5,5,5,5,4.875,7.375,7.6875,6.4,6.571428571,5.6875
142--169,5,-0.59,1,1,0,1,3,0,1,1,142,10,10,10,10,10,10,10,9,0,,24,political science,13,2,1,4,1,5,2,professor,2,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,7,14.29,14.29,21.43,21.43,19.05,9.52,20,17.5,15,17.5,15,15,19.5680432,13.03869613,17.38826117,19.5680432,15.21847815,15.21847815,9,9,9,10,7,7.3125,7.1875,7.6875,6.6875,6.538461538,6.625,169,8,8,9,8,7,8,8,7,0,,28,Microbiology,10,2,2,3,2,6,2,"Research scientist, professor",2,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,17.78,20,17.78,15.56,15.56,13.33,21.27659574,12.76595745,14.89361702,19.14893617,12.76595745,19.14893617,19.9980002,15.55844416,17.77822218,17.77822218,15.55844416,13.32866713,7,9,7,8,7,8.0625,8.0625,8.375,7.6875,7.571428571,7.625
147--169,15,0.37,0,1,0,1,2,0,1,1,147,8,7,8,7,7,5,7,6,0,7,26,Business,8,4,3,3,5,5,1,Business,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,6.75,7.125,7.133333333,8,6.533333333,6.375,169,10,8,8,9,8,,9,9,0,,28,Microbiology,10,2,2,3,2,6,2,"Research scientist, professor",2,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,17.78,20,17.78,15.56,15.56,13.33,21.27659574,12.76595745,14.89361702,19.14893617,12.76595745,19.14893617,19.9980002,15.55844416,17.77822218,17.77822218,15.55844416,13.32866713,7,9,7,8,7,8.0625,8.0625,8.375,7.6875,7.571428571,7.625
148--169,14,0.08,0,1,,1, ,0,1,1,148,8,8,8,5,5,2,6,3,0,,27,Business,8,4,7,4,5,4,1,Business,7,7,4,6,9,9,9,5,2,1,10,10,9,9,5,7,9,7,5,15.09,16.98,16.98,18.87,18.87,13.21,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,23.81,16.67,14.29,23.81,9.52,11.9,8,9,9,9,8,7.0625,7,7.3125,6.5,7,6.6875,169,9,9,9,,9,,9,8,0,,28,Microbiology,10,2,2,3,2,6,2,"Research scientist, professor",2,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,17.78,20,17.78,15.56,15.56,13.33,21.27659574,12.76595745,14.89361702,19.14893617,12.76595745,19.14893617,19.9980002,15.55844416,17.77822218,17.77822218,15.55844416,13.32866713,7,9,7,8,7,8.0625,8.0625,8.375,7.6875,7.571428571,7.625
154--169,11,0.6,1,1,0,1,2,0,1,1,154,9,9,9,9,8,9,8,6,0,,27,MBA,8,2,8,3,6,4,1,finance,7,10,7,8,8,6,6,6,1,6,8,7,7,8,6,6,3,2,7,15.38,17.31,17.31,17.31,17.31,15.38,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,8,9,9,9,9,7.75,7.75,7.5,7.2,7.571428571,6.9375,169,10,9,9,9,9,10,10,9,0,,28,Microbiology,10,2,2,3,2,6,2,"Research scientist, professor",2,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,17.78,20,17.78,15.56,15.56,13.33,21.27659574,12.76595745,14.89361702,19.14893617,12.76595745,19.14893617,19.9980002,15.55844416,17.77822218,17.77822218,15.55844416,13.32866713,7,9,7,8,7,8.0625,8.0625,8.375,7.6875,7.571428571,7.625
157--169,12,0.61,0,1,,1, ,0,1,1,157,8,7,7,8,7,8,7,6,0,2,28,"Business, marketing",8,4,5,3,1,6,1,Brand Management,7,8,7,8,8,6,6,9,2,9,7,4,6,7,5,6,6,3,4,14.29,16.33,16.33,18.37,18.37,16.33,19.04761905,19.04761905,16.66666667,16.66666667,14.28571429,14.28571429,23.26,16.28,13.95,16.28,13.95,16.28,7,8,9,8,9,7.625,7.3125,7.375,7.4375,7.692307692,7,169,10,8,8,9,9,8,9,8,0,,28,Microbiology,10,2,2,3,2,6,2,"Research scientist, professor",2,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,17.78,20,17.78,15.56,15.56,13.33,21.27659574,12.76595745,14.89361702,19.14893617,12.76595745,19.14893617,19.9980002,15.55844416,17.77822218,17.77822218,15.55844416,13.32866713,7,9,7,8,7,8.0625,8.0625,8.375,7.6875,7.571428571,7.625
142--171,9,-0.36,1,1,0,4,3,2,1,1,142,4,10,9,5,6,2,7,10,0,,24,political science,13,2,1,4,1,5,2,professor,2,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,7,14.29,14.29,21.43,21.43,19.05,9.52,20,17.5,15,17.5,15,15,19.5680432,13.03869613,17.38826117,19.5680432,15.21847815,15.21847815,9,9,9,10,7,7.3125,7.1875,7.6875,6.6875,6.538461538,6.625,171,7,8,9,9,8,7,7,7,0,,29,Finance,8,2,1,1,1,4,2,Finance,7,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,19.56521739,17.39130435,17.39130435,17.39130435,17.39130435,10.86956522,15.21695661,15.21695661,19.56608678,19.56608678,19.56608678,10.86782643,10,10,10,10,10,5.8125,7.75,8.1875,6,7.5,6.4375
149--171,1,0.52,1,1,0,4,5,2,1,1,149,6,8,8,6,7,,7,6,0,5,28,International Relations,13,2,3,3,1,5,2,Professor and Government Official,2,8,4,5,8,8,8,8,3,6,6,6,5,8,7,10,9,8,4,8.51,19.15,19.15,19.15,19.15,14.89,25,10,17.5,22.5,20,5,28.57,8.57,20,20,14.29,8.57,8,8,8,8,8,7.3125,7.0625,7.4375,6.5,6.857142857,6.9375,171,8,7,8,6,9,10,9,8,0,,29,Finance,8,2,1,1,1,4,2,Finance,7,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,19.56521739,17.39130435,17.39130435,17.39130435,17.39130435,10.86956522,15.21695661,15.21695661,19.56608678,19.56608678,19.56608678,10.86782643,10,10,10,10,10,5.8125,7.75,8.1875,6,7.5,6.4375
153--171,11,0.78,0,1,0,4,2,2,1,1,153,6,6,7,7,7,,5,5,0,4,28,Modern Chinese Literature,7,4,1,1,2,6,3,professor,2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,9.76,19.51,19.51,14.63,19.51,17.07,15.2173913,17.39130435,17.39130435,17.39130435,17.39130435,15.2173913,23.52529494,17.64647071,14.70705859,14.70705859,14.70705859,14.70705859,7,7,6,7,6,6.3125,7.8125,7.1875,5.5,6.461538462,5.6875,171,6,8,8,6,7,4,6,7,0,,29,Finance,8,2,1,1,1,4,2,Finance,7,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,19.56521739,17.39130435,17.39130435,17.39130435,17.39130435,10.86956522,15.21695661,15.21695661,19.56608678,19.56608678,19.56608678,10.86782643,10,10,10,10,10,5.8125,7.75,8.1875,6,7.5,6.4375
154--171,15,0.53,1,1,0,4,2,2,1,1,154,8,9,9,8,8,8,8,5,0,,27,MBA,8,2,8,3,6,4,1,finance,7,10,7,8,8,6,6,6,1,6,8,7,7,8,6,6,3,2,7,15.38,17.31,17.31,17.31,17.31,15.38,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,8,9,9,9,9,7.75,7.75,7.5,7.2,7.571428571,6.9375,171,9,7,8,8,10,5,8,9,0,,29,Finance,8,2,1,1,1,4,2,Finance,7,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,19.56521739,17.39130435,17.39130435,17.39130435,17.39130435,10.86956522,15.21695661,15.21695661,19.56608678,19.56608678,19.56608678,10.86782643,10,10,10,10,10,5.8125,7.75,8.1875,6,7.5,6.4375
142--172,13,0.04,1,1,0,,3, ,1,1,142,8,7,8,8,8,8,8,8,0,,24,political science,13,2,1,4,1,5,2,professor,2,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,7,14.29,14.29,21.43,21.43,19.05,9.52,20,17.5,15,17.5,15,15,19.5680432,13.03869613,17.38826117,19.5680432,15.21847815,15.21847815,9,9,9,10,7,7.3125,7.1875,7.6875,6.6875,6.538461538,6.625,172,8,7,6,7,7,6,6,6,0,,27,Business,8,2,5,7,1,3,1,Management Consulting,7,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,28.125,18.75,12.5,15.625,9.375,15.625,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,6.9375,7.9375,8.0625,7.625,8.066666667,7.5
147--172,7,0.01,0,1,0,,2, ,1,1,147,8,10,10,10,8,8,10,10,1,7,26,Business,8,4,3,3,5,5,1,Business,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,6.75,7.125,7.133333333,8,6.533333333,6.375,172,8,4,,7,8,6,8,5,1,,27,Business,8,2,5,7,1,3,1,Management Consulting,7,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,28.125,18.75,12.5,15.625,9.375,15.625,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,6.9375,7.9375,8.0625,7.625,8.066666667,7.5
149--172,5,-0.09,1,1,0,,5, ,1,1,149,7,7,7,6,6,6,7,,0,5,28,International Relations,13,2,3,3,1,5,2,Professor and Government Official,2,8,4,5,8,8,8,8,3,6,6,6,5,8,7,10,9,8,4,8.51,19.15,19.15,19.15,19.15,14.89,25,10,17.5,22.5,20,5,28.57,8.57,20,20,14.29,8.57,8,8,8,8,8,7.3125,7.0625,7.4375,6.5,6.857142857,6.9375,172,6,4,7,5,6,7,6,6,0,,27,Business,8,2,5,7,1,3,1,Management Consulting,7,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,28.125,18.75,12.5,15.625,9.375,15.625,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,6.9375,7.9375,8.0625,7.625,8.066666667,7.5
154--172,3,0.28,1,1,0,,2, ,1,1,154,9,10,10,10,10,8,8,3,1,,27,MBA,8,2,8,3,6,4,1,finance,7,10,7,8,8,6,6,6,1,6,8,7,7,8,6,6,3,2,7,15.38,17.31,17.31,17.31,17.31,15.38,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,8,9,9,9,9,7.75,7.75,7.5,7.2,7.571428571,6.9375,172,7,8,8,5,6,6,6,5,1,,27,Business,8,2,5,7,1,3,1,Management Consulting,7,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,28.125,18.75,12.5,15.625,9.375,15.625,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,6.9375,7.9375,8.0625,7.625,8.066666667,7.5
156--172,11,-0.08,0,1,,, , ,1,1,156,5,9,10,8,10,7,8,8,0,5,30,Business,8,1,1,1,2,6,3,Marketing and Media,7,3,7,10,10,10,10,8,7,9,10,10,10,10,10,10,7,8,6,14,18,16,18,18,16,18.86792453,15.09433962,15.09433962,18.86792453,15.09433962,16.98113208,18.87188719,15.09150915,15.09150915,18.87188719,15.09150915,16.98169817,8,10,10,9,10,7,7.875,8,7.125,7.933333333,6.5625,172,6,8,7,7,8,7,7,6,0,,27,Business,8,2,5,7,1,3,1,Management Consulting,7,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,28.125,18.75,12.5,15.625,9.375,15.625,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,6.9375,7.9375,8.0625,7.625,8.066666667,7.5
142--173,10,-0.21,1,1,0,,3, ,1,1,142,6,4,8,9,9,9,8,7,0,,24,political science,13,2,1,4,1,5,2,professor,2,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,7,14.29,14.29,21.43,21.43,19.05,9.52,20,17.5,15,17.5,15,15,19.5680432,13.03869613,17.38826117,19.5680432,15.21847815,15.21847815,9,9,9,10,7,7.3125,7.1875,7.6875,6.6875,6.538461538,6.625,173,8,7,7,7,5,5,7,5,0,5,22,math,2,2,5,7,1,4,1,professor,2,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,19.51219512,17.07317073,14.63414634,19.51219512,17.07317073,12.19512195,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,6.125,7.4375,8.125,7.4375,7.285714286,6.75
149--173,2,0.15,1,1,0,,5, ,1,1,149,5,8,8,7,4,,6,5,0,5,28,International Relations,13,2,3,3,1,5,2,Professor and Government Official,2,8,4,5,8,8,8,8,3,6,6,6,5,8,7,10,9,8,4,8.51,19.15,19.15,19.15,19.15,14.89,25,10,17.5,22.5,20,5,28.57,8.57,20,20,14.29,8.57,8,8,8,8,8,7.3125,7.0625,7.4375,6.5,6.857142857,6.9375,173,8,8,8,8,7,8,8,6,0,5,22,math,2,2,5,7,1,4,1,professor,2,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,19.51219512,17.07317073,14.63414634,19.51219512,17.07317073,12.19512195,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,6.125,7.4375,8.125,7.4375,7.285714286,6.75
151--173,7,0.09,1,1,2,,2, ,1,1,151,8,7,8,9,6,10,9,9,0,1,28,international affairs - economic development,13,2,1,2,3,3,1,international development work,9,5,1,8,10,9,8,8,4,1,8,1,9,8,9,10,7,7,3,14.55,16.36,18.18,18.18,16.36,16.36,18.18181818,13.63636364,15.90909091,18.18181818,20.45454545,13.63636364,23.80761924,14.28857114,16.66833317,19.04809519,14.28857114,11.89881012,9,10,10,10,8,8.6875,8.125,7.466666667,7.75,6.857142857,7.666666667,173,9,8,7,8,7,7,8,6,0,5,22,math,2,2,5,7,1,4,1,professor,2,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,19.51219512,17.07317073,14.63414634,19.51219512,17.07317073,12.19512195,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,6.125,7.4375,8.125,7.4375,7.285714286,6.75
154--173,16,0.54,1,1,0,,2, ,1,1,154,9,9,10,9,9,7,8,5,0,,27,MBA,8,2,8,3,6,4,1,finance,7,10,7,8,8,6,6,6,1,6,8,7,7,8,6,6,3,2,7,15.38,17.31,17.31,17.31,17.31,15.38,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,8,9,9,9,9,7.75,7.75,7.5,7.2,7.571428571,6.9375,173,6,7,6,7,6,6,7,4,0,5,22,math,2,2,5,7,1,4,1,professor,2,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,19.51219512,17.07317073,14.63414634,19.51219512,17.07317073,12.19512195,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,6.125,7.4375,8.125,7.4375,7.285714286,6.75
156--173,8,-0.15,0,1,,, , ,1,1,156,6,9,10,9,9,7,8,7,0,5,30,Business,8,1,1,1,2,6,3,Marketing and Media,7,3,7,10,10,10,10,8,7,9,10,10,10,10,10,10,7,8,6,14,18,16,18,18,16,18.86792453,15.09433962,15.09433962,18.86792453,15.09433962,16.98113208,18.87188719,15.09150915,15.09150915,18.87188719,15.09150915,16.98169817,8,10,10,9,10,7,7.875,8,7.125,7.933333333,6.5625,173,7,7,7,7,7,6,6,5,0,5,22,math,2,2,5,7,1,4,1,professor,2,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,19.51219512,17.07317073,14.63414634,19.51219512,17.07317073,12.19512195,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,6.125,7.4375,8.125,7.4375,7.285714286,6.75
174--184,9,0.34,0,1,0,4,1,2,1,1,174,5,6,6,6,6,6,6,6,2,4,29,International Affairs/Finance,8,4,1,1,4,5,3,Finance,7,5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,5,9.52,23.81,16.67,16.67,16.67,16.67,18.60465116,18.60465116,13.95348837,18.60465116,11.62790698,18.60465116,17.07170717,17.07170717,14.63146315,19.5119512,12.20122012,19.5119512,9,10,8,8,6,4.9,7.6,7.222222222,5.875,5.333333333,5.1,184,8,10,10,8,6,7,7,7,2,2,34,International Business,8,2,1,1,2,4,2,International Business,7,5,2,4,8,8,7,8,3,8,8,3,9,8,5,6,2,8,9,16.67,16.67,16.67,16.67,16.67,16.67,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,6,10,7,9,5,6.2,7.5,7.3,6.5,7.111111111,6.3
