"","pair_id","order","interest_corr","samerace","match","calls_from_female","calls_from_male","calls_to_female","calls_to_male","female_dec","male_dec","female_id","f_rate_m_attr","f_rate_m_sinc","f_rate_m_intel","f_rate_m_fun","f_rate_m_amb","f_rate_m_shar","f_rate_m_like","f_rate_m_prob","f_rate_m_met_before","f_est_matches","f_age","f_field","f_field_num","f_race","f_imp_race","f_imp_relig","f_goal","f_dat_freq","f_out_freq","f_career","f_career_num","f_like_sports","f_like_tvsports","f_like_exercise","f_like_dining","f_like_museums","f_like_art","f_like_hiking","f_like_gaming","f_like_clubbing","f_like_reading","f_like_tv","f_like_theater","f_like_movies","f_like_concerts","f_like_music","f_like_shopping","f_like_yoga","f_exp_happy","f_pref_attr","f_pref_sinc","f_pref_intel","f_pref_fun","f_pref_amb","f_pref_shar","f_genderpref_attr","f_genderpref_sinc","f_genderpref_intel","f_genderpref_fun","f_genderpref_amb","f_genderpref_shar","f_oppgender_pref_attr","f_oppgender_pref_sinc","f_oppgender_pref_intel","f_oppgender_pref_fun","f_oppgender_pref_amb","f_oppgender_pref_shar","f_rate_self_attr","f_rate_self_sinc","f_rate_self_fun","f_rate_self_intel","f_rate_self_amb","f_avg_attr","f_avg_sinc","f_avg_fun","f_avg_intel","f_avg_amb","f_avg_like","male_id","m_rate_f_attr","m_rate_f_sinc","m_rate_f_intel","m_rate_f_fun","m_rate_f_amb","m_rate_f_shar","m_rate_f_like","m_rate_f_prob","m_rate_f_met_before","m_est_matches","m_age","m_field","m_field_num","m_race","m_imp_race","m_imp_relig","m_goal","m_dat_freq","m_out_freq","m_career","m_career_num","m_like_sports","m_like_tvsports","m_like_exercise","m_like_dining","m_like_museums","m_like_art","m_like_hiking","m_like_gaming","m_like_clubbing","m_like_reading","m_like_tv","m_like_theater","m_like_movies","m_like_concerts","m_like_music","m_like_shopping","m_like_yoga","m_exp_happy","m_pref_attr","m_pref_sinc","m_pref_intel","m_pref_fun","m_pref_amb","m_pref_shar","m_gender_pref_attr","m_gender_pref_sinc","m_gender_pref_intel","m_gender_pref_fun","m_gender_pref_amb","m_gender_pref_shar","m_opp_gender_pref_attr","m_opp_gender_pref_sinc","m_opp_gender_pref_intel","m_opp_gender_pref_fun","m_opp_gender_pref_amb","m_opp_gender_pref_shar","m_rate_self_attr","m_rate_self_sinc","m_rate_self_fun","m_rate_self_intel","m_rate_self_amb","m_avg_attr","m_avg_sinc","m_avg_fun","m_avg_intel","m_avg_amb","m_avg_like","PCAVector1","PCAVector2"
"902","135--141",5,-0.01,0,1,1,NA,0,NA,1,1,135,7,NA,NA,8,8,NA,6,5,2,2,26,"theory",3,2,9,6,1,7,2,"teaching",2,3,1,1,1,9,9,10,1,7,7,1,8,7,10,10,2,9,6,18.18,22.73,18.18,13.64,13.64,13.64,16.32653061,16.32653061,16.32653061,18.36734694,18.36734694,14.28571429,18.75,16.67,14.58,18.75,18.75,12.5,9,10,7,9,6,6.3,7.75,7.5,5.8,6.4,5.8,141,8,9,8,8,6,5,8,8,2,2,28,"MBA",8,3,4,4,1,6,2,"MBA",7,10,10,3,9,5,5,7,5,7,3,8,9,10,8,9,6,6,4,20.83,20.83,16.67,16.67,6.25,18.75,21.73913043,19.56521739,8.695652174,15.2173913,17.39130435,17.39130435,19.05,7.14,19.05,23.81,21.43,9.52,7,9,8,8,6,5.75,6.333333333,6.333333333,7,6.5,5.75,-0.38544512539581,0.571682822098642
"903","142--158",1,0.35,1,0,0,0,3,0,0,1,142,4,5,6,4,6,4,4,9,0,NA,24,"political science",13,2,1,4,1,5,2,"professor",2,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,7,14.29,14.29,21.43,21.43,19.05,9.52,20,17.5,15,17.5,15,15,19.5680432,13.03869613,17.38826117,19.5680432,15.21847815,15.21847815,9,9,9,10,7,7.3125,7.1875,7.6875,6.6875,6.538461538,6.625,158,10,8,8,7,7,5,9,5,0,4,23,"physics (astrophysics)",10,2,3,4,4,6,2,"physicist, probably academia",2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,19.05,19.05,19.05,19.05,9.52,14.29,21.95121951,17.07317073,14.63414634,17.07317073,9.756097561,19.51219512,15.21695661,19.56608678,19.56608678,19.56608678,8.698260348,17.3865227,7,9,7,9,6,4.5625,6.25,7.5,4.2,6.785714286,4.0625,-2.94877371886043,-1.04909172530015
"904","143--158",2,0.34,1,0,NA,0,NA,0,0,1,143,5,6,8,6,7,NA,5,5,0,3,33,"Law",1,2,6,2,2,7,4,"law",1,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,6,8.33,20.83,20.83,14.58,16.67,18.75,10.20408163,16.32653061,18.36734694,16.32653061,18.36734694,20.40816327,17.85821418,16.06839316,17.85821418,16.06839316,14.28857114,17.85821418,7,10,7,8,7,4.666666667,7.6875,7.4375,5,6.928571429,4.6875,158,6,8,9,6,8,7,7,5,0,4,23,"physics (astrophysics)",10,2,3,4,4,6,2,"physicist, probably academia",2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,19.05,19.05,19.05,19.05,9.52,14.29,21.95121951,17.07317073,14.63414634,17.07317073,9.756097561,19.51219512,15.21695661,19.56608678,19.56608678,19.56608678,8.698260348,17.3865227,7,9,7,9,6,4.5625,6.25,7.5,4.2,6.785714286,4.0625,-3.19036070685358,2.15103283455129
"905","144--158",5,-0.4,1,0,0,0,0,0,0,1,144,4,6,7,4,7,4,4,7,0,NA,23,"Nutrition/Genetics",10,2,5,2,1,5,2,"research",2,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,5,16,16,16,18,18,16,19.04761905,16.66666667,16.66666667,16.66666667,14.28571429,16.66666667,19.9960008,15.55688862,15.55688862,17.77644471,15.55688862,15.55688862,7,8,8,9,9,6.866666667,7.6,8.2,7.4,6.571428571,6.666666667,158,9,9,9,7,7,8,9,7,0,4,23,"physics (astrophysics)",10,2,3,4,4,6,2,"physicist, probably academia",2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,19.05,19.05,19.05,19.05,9.52,14.29,21.95121951,17.07317073,14.63414634,17.07317073,9.756097561,19.51219512,15.21695661,19.56608678,19.56608678,19.56608678,8.698260348,17.3865227,7,9,7,9,6,4.5625,6.25,7.5,4.2,6.785714286,4.0625,-2.9402698720566,-1.30977564325513
"906","145--158",6,0.42,1,0,0,0,0,0,0,1,145,7,10,10,7,9,8,8,5,0,2,24,"Neuroscience",10,2,9,7,2,7,1,"Neuroscientist/Professor",2,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,5,11.36,18.18,22.73,18.18,11.36,18.18,17.30769231,15.38461538,17.30769231,15.38461538,17.30769231,17.30769231,22.22,13.33,17.78,20,8.89,17.78,5,5,7,9,7,5.4375,7.375,7.875,6.0625,6.571428571,5.75,158,9,8,9,7,7,8,9,6,0,4,23,"physics (astrophysics)",10,2,3,4,4,6,2,"physicist, probably academia",2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,19.05,19.05,19.05,19.05,9.52,14.29,21.95121951,17.07317073,14.63414634,17.07317073,9.756097561,19.51219512,15.21695661,19.56608678,19.56608678,19.56608678,8.698260348,17.3865227,7,9,7,9,6,4.5625,6.25,7.5,4.2,6.785714286,4.0625,-3.09053925116159,0.744702406129659
"907","146--158",12,0.26,1,0,NA,0,NA,0,0,1,146,4,6,8,NA,NA,NA,4,3,0,NA,36,"Comparative Literature",6,2,1,7,4,7,1,"Education",2,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,5,18.18,18.18,18.18,18.18,13.64,13.64,20,13.33333333,15.55555556,20,13.33333333,17.77777778,20,13.33,15.56,20,13.33,17.78,8,8,8,8,8,5.5,7.125,7.6,5.375,6.2,5.5,158,8,9,8,7,7,8,9,5,0,4,23,"physics (astrophysics)",10,2,3,4,4,6,2,"physicist, probably academia",2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,19.05,19.05,19.05,19.05,9.52,14.29,21.95121951,17.07317073,14.63414634,17.07317073,9.756097561,19.51219512,15.21695661,19.56608678,19.56608678,19.56608678,8.698260348,17.3865227,7,9,7,9,6,4.5625,6.25,7.5,4.2,6.785714286,4.0625,-3.12474023977326,1.3555156736932
"908","147--158",11,-0.15,0,0,0,0,2,0,0,1,147,5,5,8,5,5,5,5,4,0,7,26,"Business",8,4,3,3,5,5,1,"Business",7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,6.75,7.125,7.133333333,8,6.533333333,6.375,158,9,7,7,9,8,6,8,4,0,4,23,"physics (astrophysics)",10,2,3,4,4,6,2,"physicist, probably academia",2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,19.05,19.05,19.05,19.05,9.52,14.29,21.95121951,17.07317073,14.63414634,17.07317073,9.756097561,19.51219512,15.21695661,19.56608678,19.56608678,19.56608678,8.698260348,17.3865227,7,9,7,9,6,4.5625,6.25,7.5,4.2,6.785714286,4.0625,-2.95683841859178,-1.06027694848117
"909","148--158",10,0.11,0,0,NA,0,NA,0,0,1,148,4,8,8,2,6,1,1,1,0,NA,27,"Business",8,4,7,4,5,4,1,"Business",7,7,4,6,9,9,9,5,2,1,10,10,9,9,5,7,9,7,5,15.09,16.98,16.98,18.87,18.87,13.21,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,23.81,16.67,14.29,23.81,9.52,11.9,8,9,9,9,8,7.0625,7,7.3125,6.5,7,6.6875,158,9,8,8,7,7,7,8,5,0,4,23,"physics (astrophysics)",10,2,3,4,4,6,2,"physicist, probably academia",2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,19.05,19.05,19.05,19.05,9.52,14.29,21.95121951,17.07317073,14.63414634,17.07317073,9.756097561,19.51219512,15.21695661,19.56608678,19.56608678,19.56608678,8.698260348,17.3865227,7,9,7,9,6,4.5625,6.25,7.5,4.2,6.785714286,4.0625,-2.96668176461114,-0.862786655237032
"910","149--158",9,0.19,1,0,0,0,5,0,0,1,149,6,7,7,4,7,NA,5,6,0,5,28,"International Relations",13,2,3,3,1,5,2,"Professor and Government Official",2,8,4,5,8,8,8,8,3,6,6,6,5,8,7,10,9,8,4,8.51,19.15,19.15,19.15,19.15,14.89,25,10,17.5,22.5,20,5,28.57,8.57,20,20,14.29,8.57,8,8,8,8,8,7.3125,7.0625,7.4375,6.5,6.857142857,6.9375,158,9,9,9,8,7,6,8,5,0,4,23,"physics (astrophysics)",10,2,3,4,4,6,2,"physicist, probably academia",2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,19.05,19.05,19.05,19.05,9.52,14.29,21.95121951,17.07317073,14.63414634,17.07317073,9.756097561,19.51219512,15.21695661,19.56608678,19.56608678,19.56608678,8.698260348,17.3865227,7,9,7,9,6,4.5625,6.25,7.5,4.2,6.785714286,4.0625,-2.94447433274939,-1.13124409029099
"911","150--158",16,0.31,1,0,1,0,1,0,0,1,150,5,5,8,6,9,NA,5,4,0,1,31,"History of Religion",7,2,3,3,4,5,2,"professor",2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,12,20,20,20,14,14,20,20,17.14285714,14.28571429,14.28571429,14.28571429,25,15,15,15,15,15,7,9,8,9,8,7.25,8.0625,8.375,7.1875,7.2,6.875,158,10,8,9,7,7,7,9,5,0,4,23,"physics (astrophysics)",10,2,3,4,4,6,2,"physicist, probably academia",2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,19.05,19.05,19.05,19.05,9.52,14.29,21.95121951,17.07317073,14.63414634,17.07317073,9.756097561,19.51219512,15.21695661,19.56608678,19.56608678,19.56608678,8.698260348,17.3865227,7,9,7,9,6,4.5625,6.25,7.5,4.2,6.785714286,4.0625,-2.90251768769288,-1.85541846929051
"912","151--158",14,0.24,1,0,2,0,2,0,0,1,151,4,5,5,1,3,1,2,3,0,1,28,"international affairs - economic development",13,2,1,2,3,3,1,"international development work",9,5,1,8,10,9,8,8,4,1,8,1,9,8,9,10,7,7,3,14.55,16.36,18.18,18.18,16.36,16.36,18.18181818,13.63636364,15.90909091,18.18181818,20.45454545,13.63636364,23.80761924,14.28857114,16.66833317,19.04809519,14.28857114,11.89881012,9,10,10,10,8,8.6875,8.125,7.466666667,7.75,6.857142857,7.666666667,158,10,8,8,9,7,6,9,4,0,4,23,"physics (astrophysics)",10,2,3,4,4,6,2,"physicist, probably academia",2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,19.05,19.05,19.05,19.05,9.52,14.29,21.95121951,17.07317073,14.63414634,17.07317073,9.756097561,19.51219512,15.21695661,19.56608678,19.56608678,19.56608678,8.698260348,17.3865227,7,9,7,9,6,4.5625,6.25,7.5,4.2,6.785714286,4.0625,-2.79365057877788,-3.10712635139737
"913","152--158",4,0.51,0,0,0,0,1,0,0,1,152,6,7,7,6,8,6,6,6,0,1,27,"Political Science",13,4,2,3,1,4,3,"professor",2,4,1,4,8,9,8,5,5,7,10,5,9,10,9,9,7,1,5,14,20,20,14,18,14,16.66666667,21.42857143,16.66666667,16.66666667,16.66666667,11.9047619,24.32243224,13.51135114,13.51135114,24.32243224,8.110811081,16.22162216,7,9,8,10,8,7.125,7.9375,7.866666667,5.6,6.692307692,6.125,158,9,9,8,7,7,6,8,4,0,4,23,"physics (astrophysics)",10,2,3,4,4,6,2,"physicist, probably academia",2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,19.05,19.05,19.05,19.05,9.52,14.29,21.95121951,17.07317073,14.63414634,17.07317073,9.756097561,19.51219512,15.21695661,19.56608678,19.56608678,19.56608678,8.698260348,17.3865227,7,9,7,9,6,4.5625,6.25,7.5,4.2,6.785714286,4.0625,-2.98909846629182,-0.405670981594075
"914","153--158",3,0.22,0,0,0,0,2,0,0,1,153,6,6,8,6,NA,NA,5,5,0,4,28,"Modern Chinese Literature",7,4,1,1,2,6,3,"professor",2,8,5,7,7,7,6,6,5,7,10,6,7,9,7,7,8,5,6,9.76,19.51,19.51,14.63,19.51,17.07,15.2173913,17.39130435,17.39130435,17.39130435,17.39130435,15.2173913,23.52529494,17.64647071,14.70705859,14.70705859,14.70705859,14.70705859,7,7,6,7,6,6.3125,7.8125,7.1875,5.5,6.461538462,5.6875,158,7,9,8,6,7,6,7,5,0,4,23,"physics (astrophysics)",10,2,3,4,4,6,2,"physicist, probably academia",2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,19.05,19.05,19.05,19.05,9.52,14.29,21.95121951,17.07317073,14.63414634,17.07317073,9.756097561,19.51219512,15.21695661,19.56608678,19.56608678,19.56608678,8.698260348,17.3865227,7,9,7,9,6,4.5625,6.25,7.5,4.2,6.785714286,4.0625,-3.06008546264403,0.588496150922433
"915","154--158",7,-0.26,1,0,0,0,2,0,0,1,154,5,8,10,5,8,7,5,5,0,NA,27,"MBA",8,2,8,3,6,4,1,"finance",7,10,7,8,8,6,6,6,1,6,8,7,7,8,6,6,3,2,7,15.38,17.31,17.31,17.31,17.31,15.38,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,8,9,9,9,9,7.75,7.75,7.5,7.2,7.571428571,6.9375,158,9,9,7,8,7,6,8,4,0,4,23,"physics (astrophysics)",10,2,3,4,4,6,2,"physicist, probably academia",2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,19.05,19.05,19.05,19.05,9.52,14.29,21.95121951,17.07317073,14.63414634,17.07317073,9.756097561,19.51219512,15.21695661,19.56608678,19.56608678,19.56608678,8.698260348,17.3865227,7,9,7,9,6,4.5625,6.25,7.5,4.2,6.785714286,4.0625,-2.88166313947023,-2.07751560275955
"916","155--158",13,0.24,1,0,NA,0,NA,0,0,1,155,2,6,7,2,7,2,2,5,0,0,27,"business",8,2,5,1,2,5,1,"Nonprofit",9,2,1,10,10,7,8,5,1,1,10,4,10,9,5,7,7,4,3,15.09,18.87,18.87,16.98,16.98,13.21,17.39130435,17.39130435,15.2173913,19.56521739,15.2173913,15.2173913,21.95,14.63,12.2,21.95,9.76,19.51,7,10,6,8,9,7.1875,7.5,7.0625,6.733333333,6.428571429,6.625,158,10,9,9,8,7,7,9,6,0,4,23,"physics (astrophysics)",10,2,3,4,4,6,2,"physicist, probably academia",2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,19.05,19.05,19.05,19.05,9.52,14.29,21.95121951,17.07317073,14.63414634,17.07317073,9.756097561,19.51219512,15.21695661,19.56608678,19.56608678,19.56608678,8.698260348,17.3865227,7,9,7,9,6,4.5625,6.25,7.5,4.2,6.785714286,4.0625,-2.95512637630204,-0.883091611643176
"917","156--158",15,0.49,0,0,NA,0,NA,0,0,1,156,4,7,10,3,10,3,3,3,0,5,30,"Business",8,1,1,1,2,6,3,"Marketing and Media",7,3,7,10,10,10,10,8,7,9,10,10,10,10,10,10,7,8,6,14,18,16,18,18,16,18.86792453,15.09433962,15.09433962,18.86792453,15.09433962,16.98113208,18.87188719,15.09150915,15.09150915,18.87188719,15.09150915,16.98169817,8,10,10,9,10,7,7.875,8,7.125,7.933333333,6.5625,158,9,8,8,8,7,6,8,5,0,4,23,"physics (astrophysics)",10,2,3,4,4,6,2,"physicist, probably academia",2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,19.05,19.05,19.05,19.05,9.52,14.29,21.95121951,17.07317073,14.63414634,17.07317073,9.756097561,19.51219512,15.21695661,19.56608678,19.56608678,19.56608678,8.698260348,17.3865227,7,9,7,9,6,4.5625,6.25,7.5,4.2,6.785714286,4.0625,-2.92633300962507,-1.63179693148147
"918","157--158",8,-0.14,0,0,NA,0,NA,0,0,1,157,2,3,3,2,3,1,1,3,0,2,28,"Business, marketing",8,4,5,3,1,6,1,"Brand Management",7,8,7,8,8,6,6,9,2,9,7,4,6,7,5,6,6,3,4,14.29,16.33,16.33,18.37,18.37,16.33,19.04761905,19.04761905,16.66666667,16.66666667,14.28571429,14.28571429,23.26,16.28,13.95,16.28,13.95,16.28,7,8,9,8,9,7.625,7.3125,7.375,7.4375,7.692307692,7,158,9,8,8,7,6,5,7,4,0,4,23,"physics (astrophysics)",10,2,3,4,4,6,2,"physicist, probably academia",2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,19.05,19.05,19.05,19.05,9.52,14.29,21.95121951,17.07317073,14.63414634,17.07317073,9.756097561,19.51219512,15.21695661,19.56608678,19.56608678,19.56608678,8.698260348,17.3865227,7,9,7,9,6,4.5625,6.25,7.5,4.2,6.785714286,4.0625,-2.88707906226228,-2.07289393719885
"919","142--159",2,-0.57,1,1,0,1,3,0,1,1,142,5,10,9,8,7,5,9,9,0,NA,24,"political science",13,2,1,4,1,5,2,"professor",2,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,7,14.29,14.29,21.43,21.43,19.05,9.52,20,17.5,15,17.5,15,15,19.5680432,13.03869613,17.38826117,19.5680432,15.21847815,15.21847815,9,9,9,10,7,7.3125,7.1875,7.6875,6.6875,6.538461538,6.625,159,7,7,7,6,NA,4,7,5,0,3,28,"Physics",10,2,7,2,1,6,2,"Academic",2,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,6,15.91,20.45,20.45,20.45,11.36,11.36,22.22222222,22.22222222,16.66666667,19.44444444,5.555555556,13.88888889,14.81,18.52,18.52,16.67,14.81,16.67,5,9,8,9,7,4.125,7.1875,8,5.875,7.166666667,5.0625,-1.39974488941416,-0.991518593961054
"920","143--159",3,0.55,1,0,NA,1,NA,0,0,0,143,4,6,8,5,NA,5,5,5,0,3,33,"Law",1,2,6,2,2,7,4,"law",1,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,6,8.33,20.83,20.83,14.58,16.67,18.75,10.20408163,16.32653061,18.36734694,16.32653061,18.36734694,20.40816327,17.85821418,16.06839316,17.85821418,16.06839316,14.28857114,17.85821418,7,10,7,8,7,4.666666667,7.6875,7.4375,5,6.928571429,4.6875,159,5,7,7,5,4,4,5,5,0,3,28,"Physics",10,2,7,2,1,6,2,"Academic",2,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,6,15.91,20.45,20.45,20.45,11.36,11.36,22.22222222,22.22222222,16.66666667,19.44444444,5.555555556,13.88888889,14.81,18.52,18.52,16.67,14.81,16.67,5,9,8,9,7,4.125,7.1875,8,5.875,7.166666667,5.0625,-1.6413318774073,2.20860596589038
"921","144--159",6,0.32,1,0,0,1,0,0,0,1,144,4,7,8,5,7,4,4,8,0,NA,23,"Nutrition/Genetics",10,2,5,2,1,5,2,"research",2,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,5,16,16,16,18,18,16,19.04761905,16.66666667,16.66666667,16.66666667,14.28571429,16.66666667,19.9960008,15.55688862,15.55688862,17.77644471,15.55688862,15.55688862,7,8,8,9,9,6.866666667,7.6,8.2,7.4,6.571428571,6.666666667,159,8,8,8,8,7,9,9,7,0,3,28,"Physics",10,2,7,2,1,6,2,"Academic",2,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,6,15.91,20.45,20.45,20.45,11.36,11.36,22.22222222,22.22222222,16.66666667,19.44444444,5.555555556,13.88888889,14.81,18.52,18.52,16.67,14.81,16.67,5,9,8,9,7,4.125,7.1875,8,5.875,7.166666667,5.0625,-1.39124104261033,-1.25220251191604
"922","145--159",7,0.68,1,0,0,1,0,0,0,1,145,7,10,10,10,10,8,8,5,0,2,24,"Neuroscience",10,2,9,7,2,7,1,"Neuroscientist/Professor",2,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,5,11.36,18.18,22.73,18.18,11.36,18.18,17.30769231,15.38461538,17.30769231,15.38461538,17.30769231,17.30769231,22.22,13.33,17.78,20,8.89,17.78,5,5,7,9,7,5.4375,7.375,7.875,6.0625,6.571428571,5.75,159,8,8,8,7,7,9,8,6,0,3,28,"Physics",10,2,7,2,1,6,2,"Academic",2,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,6,15.91,20.45,20.45,20.45,11.36,11.36,22.22222222,22.22222222,16.66666667,19.44444444,5.555555556,13.88888889,14.81,18.52,18.52,16.67,14.81,16.67,5,9,8,9,7,4.125,7.1875,8,5.875,7.166666667,5.0625,-1.54151042171532,0.802275537468751
"923","146--159",13,0.68,1,0,NA,1,NA,0,0,0,146,5,7,10,8,NA,NA,7,5,0,NA,36,"Comparative Literature",6,2,1,7,4,7,1,"Education",2,5,2,5,5,8,8,3,1,3,10,8,8,8,5,8,8,3,5,18.18,18.18,18.18,18.18,13.64,13.64,20,13.33333333,15.55555556,20,13.33333333,17.77777778,20,13.33,15.56,20,13.33,17.78,8,8,8,8,8,5.5,7.125,7.6,5.375,6.2,5.5,159,6,8,8,5,6,NA,5,3,0,3,28,"Physics",10,2,7,2,1,6,2,"Academic",2,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,6,15.91,20.45,20.45,20.45,11.36,11.36,22.22222222,22.22222222,16.66666667,19.44444444,5.555555556,13.88888889,14.81,18.52,18.52,16.67,14.81,16.67,5,9,8,9,7,4.125,7.1875,8,5.875,7.166666667,5.0625,-1.57571141032699,1.41308880503229
"924","147--159",12,0.55,0,0,0,1,2,0,0,0,147,5,6,8,5,5,4,5,4,0,7,26,"Business",8,4,3,3,5,5,1,"Business",7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,18,18,20,18,16,10,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,6.75,7.125,7.133333333,8,6.533333333,6.375,159,6,6,6,6,6,3,5,4,0,3,28,"Physics",10,2,7,2,1,6,2,"Academic",2,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,6,15.91,20.45,20.45,20.45,11.36,11.36,22.22222222,22.22222222,16.66666667,19.44444444,5.555555556,13.88888889,14.81,18.52,18.52,16.67,14.81,16.67,5,9,8,9,7,4.125,7.1875,8,5.875,7.166666667,5.0625,-1.4078095891455,-1.00270381714208
"925","148--159",11,0.72,0,0,NA,1,NA,0,0,0,148,3,8,8,2,7,1,2,1,0,NA,27,"Business",8,4,7,4,5,4,1,"Business",7,7,4,6,9,9,9,5,2,1,10,10,9,9,5,7,9,7,5,15.09,16.98,16.98,18.87,18.87,13.21,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,23.81,16.67,14.29,23.81,9.52,11.9,8,9,9,9,8,7.0625,7,7.3125,6.5,7,6.6875,159,7,6,6,5,5,NA,6,4,0,3,28,"Physics",10,2,7,2,1,6,2,"Academic",2,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,6,15.91,20.45,20.45,20.45,11.36,11.36,22.22222222,22.22222222,16.66666667,19.44444444,5.555555556,13.88888889,14.81,18.52,18.52,16.67,14.81,16.67,5,9,8,9,7,4.125,7.1875,8,5.875,7.166666667,5.0625,-1.41765293516486,-0.80521352389794
"926","149--159",10,0.65,1,0,0,1,5,0,0,1,149,4,7,8,4,6,7,4,8,0,5,28,"International Relations",13,2,3,3,1,5,2,"Professor and Government Official",2,8,4,5,8,8,8,8,3,6,6,6,5,8,7,10,9,8,4,8.51,19.15,19.15,19.15,19.15,14.89,25,10,17.5,22.5,20,5,28.57,8.57,20,20,14.29,8.57,8,8,8,8,8,7.3125,7.0625,7.4375,6.5,6.857142857,6.9375,159,8,9,7,7,7,6,7,6,0,3,28,"Physics",10,2,7,2,1,6,2,"Academic",2,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,6,15.91,20.45,20.45,20.45,11.36,11.36,22.22222222,22.22222222,16.66666667,19.44444444,5.555555556,13.88888889,14.81,18.52,18.52,16.67,14.81,16.67,5,9,8,9,7,4.125,7.1875,8,5.875,7.166666667,5.0625,-1.39544550330312,-1.0736709589519
"927","150--159",1,0.23,1,0,1,1,1,0,0,1,150,5,8,10,8,8,NA,7,NA,0,1,31,"History of Religion",7,2,3,3,4,5,2,"professor",2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,12,20,20,20,14,14,20,20,17.14285714,14.28571429,14.28571429,14.28571429,25,15,15,15,15,15,7,9,8,9,8,7.25,8.0625,8.375,7.1875,7.2,6.875,159,8,9,9,8,8,5,8,7,0,3,28,"Physics",10,2,7,2,1,6,2,"Academic",2,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,6,15.91,20.45,20.45,20.45,11.36,11.36,22.22222222,22.22222222,16.66666667,19.44444444,5.555555556,13.88888889,14.81,18.52,18.52,16.67,14.81,16.67,5,9,8,9,7,4.125,7.1875,8,5.875,7.166666667,5.0625,-1.3534888582466,-1.79784533795142
