total_credit_card_limit,avg_percentage_credit_card_limit_used_last_year,saving_amount,checking_amount,is_employed,yearly_salary,age,dependent_number,loan_purpose,loan_repaid
4400,0.84,1270,6370,1,45600,57,1,4,Yes
4700,0.84,2751,4098,1,42100,39,3,1,Yes
4000,0.84,856,2480,1,22200,33,8,2,No
4700,0.84,507,1113,1,25400,50,4,2,No
5300,0.84,3955,4068,1,11600,30,2,4,Yes
6600,0.84,971,4804,1,35900,48,8,3,Yes
3700,0.84,467,887,1,18800,23,4,4,No
5900,0.84,1635,5952,1,44400,42,1,4,Yes
6700,0.84,575,445,1,34500,31,0,4,Yes
1500,0.84,840,3249,1,39500,44,8,5,No
3000,0.84,4555,974,1,43300,21,3,3,Yes
5900,0.84,1800,1845,0,0,71,3,3,No
2200,0.84,1335,2694,1,22300,40,3,3,No
4300,0.84,4426,8678,1,29800,68,1,3,Yes
2800,0.84,993,1953,1,30600,40,4,4,No
9500,0.84,2139,7116,0,0,55,4,1,Yes
4500,0.84,3815,5068,1,44100,49,4,1,Yes
1100,0.84,1272,4111,1,31500,44,4,1,No
6400,0.84,3155,4526,1,67400,54,2,2,Yes
3500,0.84,2843,529,1,42200,20,1,1,Yes
2700,0.84,4611,5465,1,31800,42,2,4,Yes
3800,0.84,3688,5703,1,21300,31,1,4,Yes
3100,0.84,4021,1796,1,40800,21,1,4,Yes
600,0.84,1662,1776,0,0,45,5,4,No
6800,0.84,8449,1361,1,15200,43,4,1,Yes
4500,0.84,559,2281,1,5700,67,1,2,No
3800,0.84,2196,5397,1,19400,26,7,4,Yes
5400,0.84,1647,1373,1,22100,35,8,5,No
5800,0.84,5592,6632,1,56900,18,1,1,Yes
4600,0.84,4108,4859,1,53100,34,4,1,Yes
4600,0.84,95,916,0,0,38,3,1,No
3200,0.84,3668,4288,1,33300,37,2,3,Yes
5000,0.84,220,4302,1,3700,39,0,3,Yes
3600,0.84,3480,6518,1,39400,39,1,2,Yes
4700,0.84,3060,5176,1,37400,54,8,4,Yes
3600,0.84,1037,2846,1,25700,33,2,2,No
4000,0.84,2038,938,1,20600,32,8,4,Yes
1700,0.84,1124,1164,1,27500,21,1,3,No
3500,0.84,234,6652,1,40500,37,1,1,Yes
2300,0.84,890,1484,1,25500,56,5,4,No
2600,0.84,2922,3717,1,17800,65,8,5,Yes
6400,0.84,2184,5376,1,20000,39,8,4,Yes
5100,0.84,1191,1295,1,31900,30,5,2,No
7800,0.84,2895,5050,1,48600,77,6,3,Yes
1100,0.84,1671,1756,1,23200,49,6,2,No
3300,0.84,960,6132,1,24800,51,2,3,Yes
2700,0.84,573,1090,1,26100,43,5,4,No
6500,0.84,3233,1547,1,43500,19,6,2,Yes
6700,0.84,703,1793,0,0,53,6,1,No
4300,0.84,3250,3535,1,45100,51,1,2,Yes
2400,0.84,535,2426,1,22600,24,1,4,No
4800,0.84,962,6478,1,40200,71,1,4,Yes
3500,0.84,1872,4491,1,29700,49,3,4,Yes
900,0.84,1736,1518,0,0,68,1,3,No
4400,0.84,1522,1001,1,17500,27,8,3,No
5000,0.84,1777,3618,1,53600,37,3,1,Yes
900,0.84,1895,2881,1,32100,52,4,1,No
3900,0.84,2335,1666,1,40800,58,2,4,Yes
2900,0.84,2496,4013,1,9900,43,2,4,Yes
6500,0.84,2527,3802,1,43400,54,7,3,Yes
2400,0.84,1552,4465,1,39100,68,2,1,Yes
7100,0.84,1464,1012,1,21100,30,1,2,No
6100,0.84,1356,1229,1,31800,34,4,5,No
2200,0.84,1465,1399,1,58500,57,2,3,No
6200,0.84,22,7939,1,31600,49,3,3,Yes
10200,0.84,1369,2583,1,61600,57,6,2,Yes
6700,0.84,5939,4136,1,38700,29,3,4,Yes
500,0.84,1416,1172,1,20900,56,1,4,No
4600,0.84,1024,933,0,0,43,4,5,No
7000,0.84,1335,4255,1,26300,41,6,1,Yes
7300,0.84,541,4733,1,19600,21,0,1,Yes
4100,0.84,1022,3705,0,0,55,8,4,No
7900,0.84,1811,999,1,27200,39,3,4,Yes
2700,0.84,1196,3525,1,10500,62,1,3,No
6700,0.84,1215,3726,1,20400,56,4,5,No
7200,0.84,6917,637,1,55700,39,1,2,Yes
6600,0.84,2105,5278,1,35000,40,8,1,Yes
4400,0.84,2607,2919,1,28900,34,2,1,Yes
4600,0.84,758,881,1,34400,18,8,3,No
8100,0.84,2521,7273,1,31600,24,1,1,Yes
4500,0.84,318,822,1,9700,28,4,5,Yes
6400,0.84,2960,3740,1,39900,50,4,3,Yes
7800,0.84,3296,4685,1,65200,45,7,2,Yes
3000,0.84,1583,571,1,26800,58,5,1,Yes
5200,0.84,1012,1074,0,0,48,8,1,No
3600,0.84,2174,2767,1,17900,72,2,3,No
7000,0.84,4980,5118,1,29000,43,3,1,Yes
1900,0.83,1560,1014,1,23400,22,8,3,No
6700,0.83,3735,6189,1,29300,40,6,1,Yes
4300,0.83,855,765,1,25000,33,3,3,No
4400,0.83,201,322,1,56700,74,8,4,Yes
6300,0.83,1399,4797,1,62700,33,2,3,Yes
7300,0.83,4372,3382,1,16000,29,3,3,Yes
5000,0.83,1264,1970,0,0,41,1,5,No
2700,0.83,274,1328,1,30900,43,3,1,No
5200,0.83,3449,6907,1,35600,20,6,3,Yes
3100,0.83,805,2787,1,25400,28,1,3,No
5300,0.83,1280,7946,1,41600,29,1,5,Yes
5000,0.83,6334,1603,1,39100,51,1,4,Yes
3300,0.83,5054,646,1,35900,25,1,3,Yes
4500,0.83,1716,2373,1,25000,52,4,4,No
5300,0.83,557,3095,1,5600,37,3,4,Yes
5900,0.83,433,3097,1,19200,25,1,4,Yes
4400,0.83,865,223,0,0,56,1,2,No
6300,0.83,3527,3363,1,29100,26,7,1,Yes
3700,0.83,1193,5712,1,29100,39,8,4,Yes
6400,0.83,6379,4058,0,0,37,3,2,Yes
5100,0.83,3231,1717,1,33300,21,1,2,Yes
8300,0.83,2547,4161,1,500,52,0,4,Yes
1300,0.83,4958,1424,1,28900,29,3,3,Yes
2300,0.83,2725,3035,1,25700,35,2,4,Yes
7200,0.83,4761,2123,0,0,19,8,3,Yes
4100,0.83,2010,2213,1,18500,53,2,2,Yes
5400,0.83,2094,104,1,30400,34,3,2,No
4300,0.83,5834,4103,1,33200,19,1,3,Yes
2100,0.83,479,1312,1,36100,41,2,5,No
1400,0.83,1247,2532,1,16700,28,1,1,No
3500,0.83,2831,3535,0,0,22,5,4,Yes
7700,0.83,3161,5466,1,24200,41,2,5,Yes
2500,0.83,1612,2404,1,52600,27,2,2,Yes
4000,0.83,687,1703,1,21600,40,8,1,No
6100,0.83,36,3407,1,30200,57,0,1,Yes
4400,0.83,896,556,1,18700,40,1,2,No
3300,0.83,1299,2075,1,19500,18,2,3,No
5000,0.83,27,3432,1,21600,48,2,2,No
2200,0.83,1268,1179,0,0,41,0,3,No
5400,0.83,642,3011,1,22200,34,7,1,Yes
3100,0.83,1026,2393,1,30300,37,1,2,No
7800,0.83,1761,9480,1,40900,29,8,1,Yes
3400,0.83,1269,2634,1,27200,55,2,1,Yes
7300,0.83,1880,6976,1,14000,28,5,4,Yes
4200,0.83,410,2587,1,19600,48,3,4,No
3700,0.83,867,4148,1,18200,37,5,5,No
4800,0.83,3927,8302,1,9700,54,1,3,Yes
4700,0.83,1045,3300,1,16900,52,1,1,No
6800,0.83,2627,4116,1,44300,36,7,4,Yes
5300,0.83,2678,766,1,22100,42,2,1,Yes
11000,0.83,2877,8876,1,44800,42,8,1,Yes
4600,0.83,1351,2658,1,27300,23,2,3,No
5000,0.83,2737,5887,1,50900,51,2,1,Yes
7900,0.83,2719,8065,1,54200,68,2,4,Yes
3600,0.83,1101,7062,1,29700,58,4,4,Yes
2700,0.83,2166,4378,1,40700,70,1,3,Yes
7600,0.83,4422,127,1,48900,36,2,3,Yes
3900,0.83,2983,4185,1,35700,33,1,4,Yes
2700,0.83,269,3117,1,30400,23,4,2,No
6300,0.83,6388,1512,1,42700,63,2,3,Yes
4200,0.83,1390,1450,1,16400,34,3,3,No
5500,0.83,662,7353,1,15300,35,1,1,Yes
5600,0.83,1237,2996,1,41000,54,2,5,Yes
7600,0.83,1331,3667,1,6900,22,8,3,Yes
3000,0.83,288,1863,1,20900,38,6,2,No
2600,0.83,1070,3251,1,16100,48,8,3,No
2100,0.83,925,2553,1,34200,57,8,1,No
2300,0.83,2210,2053,0,0,48,3,2,No
4000,0.83,1136,2234,0,0,24,3,3,No
3300,0.83,2302,5715,1,19500,63,4,4,Yes
2400,0.83,1398,966,1,37500,32,2,4,No
5700,0.83,2514,3012,1,52800,35,8,1,Yes
3200,0.83,2026,729,1,37200,22,2,3,No
6600,0.83,2066,2378,1,33600,60,3,3,Yes
2700,0.83,3504,705,1,54900,51,3,5,Yes
4500,0.83,1070,3830,1,44100,32,7,1,Yes
4400,0.83,1744,6169,1,20300,56,3,3,Yes
3200,0.83,1579,1446,1,27800,36,1,1,No
5600,0.83,2652,4527,1,14800,51,4,1,Yes
4800,0.83,3281,408,1,25900,68,1,4,Yes
1200,0.83,1170,2637,1,37500,26,8,5,No
2500,0.83,2566,7858,1,33600,32,6,2,Yes
2900,0.83,1297,2365,0,0,49,8,3,No
2500,0.83,1148,1816,1,36400,21,7,1,No
2000,0.83,3373,4021,1,29200,19,8,4,Yes
4800,0.83,7438,7928,1,19200,28,0,2,Yes
5700,0.83,5545,4524,1,28800,61,1,3,Yes
5200,0.83,4180,5664,1,32100,32,3,3,Yes
6900,0.83,1489,1145,1,24900,39,5,5,Yes
6000,0.83,2260,6340,1,46700,50,2,3,Yes
4000,0.83,2234,3275,1,45800,41,4,4,Yes
4200,0.83,873,2436,1,44200,46,1,1,No
6500,0.83,471,1748,1,19400,29,1,1,No
6900,0.83,3720,6130,1,42300,46,5,1,Yes
2200,0.83,1611,1411,1,26700,37,8,5,No
2600,0.83,1434,3161,1,44100,30,2,4,No
3400,0.83,1441,1192,1,33300,24,1,4,No
5800,0.83,1269,5460,0,0,66,1,3,Yes
4100,0.83,2649,3353,1,15900,33,1,3,Yes
4100,0.83,948,812,1,13300,51,8,4,No
3300,0.83,5087,3816,1,21100,19,1,4,Yes
5500,0.83,2210,5830,1,25400,60,8,1,Yes
4300,0.83,2531,5624,1,34700,21,1,5,Yes
4200,0.83,5705,5971,1,46900,68,1,1,Yes
4400,0.83,898,2711,0,0,55,6,2,No
6900,0.83,2646,3683,1,28800,27,4,4,Yes
5800,0.83,819,2032,1,22200,46,1,2,No
8300,0.83,3548,2826,1,18800,26,2,3,Yes
6000,0.83,913,3359,1,10900,26,4,4,Yes
2300,0.83,2458,2019,0,0,47,8,2,No
5700,0.83,3765,6211,1,60500,32,6,3,Yes
3500,0.83,250,2390,0,0,40,8,2,No
4900,0.83,570,939,1,23600,42,6,1,No
2600,0.83,5280,7082,1,19900,62,5,1,Yes
1000,0.83,346,2734,1,32400,33,3,2,No
3100,0.83,767,1843,1,16600,58,2,2,No
5800,0.83,2552,449,1,46100,25,3,5,Yes
5400,0.83,3123,526,1,35800,38,1,1,Yes
4900,0.83,3359,6221,1,61200,73,2,1,Yes
4000,0.83,1146,1495,1,9000,27,1,5,No
4800,0.83,608,2609,0,0,24,1,4,No
1300,0.83,1049,3071,1,40700,37,2,1,No
2000,0.83,1567,2592,0,0,40,2,1,No
1100,0.83,1207,992,1,41100,35,3,2,No
4600,0.83,175,5121,1,43600,41,1,3,Yes
3400,0.83,1789,2612,1,21500,60,8,2,No
8300,0.83,358,3021,1,48100,50,2,3,Yes
4800,0.83,2750,7284,1,43800,60,1,2,Yes
2000,0.83,1001,39,1,46400,40,1,1,Yes
5100,0.83,764,1464,1,13300,51,1,4,Yes
3300,0.83,5477,8092,1,41800,53,1,1,Yes
2200,0.83,979,1713,1,30700,33,1,5,No
4900,0.83,2427,2312,1,36200,52,1,3,Yes
3800,0.83,1555,2522,1,46800,43,8,5,Yes
2200,0.83,38,1766,1,15500,22,8,2,No
5400,0.83,760,2630,1,31500,67,2,2,No
4300,0.83,1028,506,1,24200,55,3,2,No
5200,0.83,1225,8025,1,33700,31,1,4,Yes
500,0.83,1489,134,1,33900,36,3,2,No
4500,0.83,1827,6286,1,17100,47,2,4,Yes
8900,0.83,832,6864,1,31200,34,1,1,Yes
8500,0.83,1310,2291,1,25200,38,1,1,Yes
2500,0.83,2222,2745,1,26000,32,4,3,Yes
500,0.83,1806,2346,0,0,33,4,4,No
900,0.83,1437,3108,1,26300,37,8,4,No
1400,0.83,861,1539,1,33400,20,4,4,No
4200,0.83,1085,2839,1,17000,25,8,1,No
7000,0.83,402,307,1,32500,43,6,1,Yes
7000,0.83,790,3276,1,37600,23,6,2,No
1600,0.83,1671,2215,1,30000,59,1,2,No
4100,0.83,61,4127,1,3800,53,8,4,Yes
2400,0.83,1114,2447,1,26900,54,8,3,No
2700,0.83,1039,2089,1,41200,38,7,5,Yes
3300,0.83,1426,2443,1,31400,43,8,2,No
8300,0.83,907,741,1,42400,49,3,3,Yes
5000,0.83,796,1375,1,19400,65,1,2,Yes
7300,0.83,353,1660,1,13900,58,5,1,Yes
5000,0.83,3659,6021,1,38400,45,1,4,Yes
4900,0.83,678,3633,1,11200,46,2,5,No
2800,0.83,3130,2350,1,10100,38,8,5,Yes
3000,0.83,984,455,1,18900,44,3,5,No
2900,0.83,1573,1087,1,30700,39,1,5,No
9200,0.83,443,5510,1,40400,28,4,5,Yes
3700,0.83,548,3981,1,37600,32,2,3,Yes
800,0.83,1286,2248,1,34300,44,5,2,No
3900,0.83,2716,7240,1,19900,63,1,1,Yes
3800,0.83,1202,3321,1,8200,60,7,3,No
2600,0.83,1579,4028,1,19800,41,5,3,No
5500,0.83,193,3309,1,35100,41,2,2,Yes
9500,0.83,2053,2286,1,46900,64,1,4,Yes
1100,0.83,2239,7428,1,33800,46,2,4,Yes
4000,0.83,553,3066,1,29100,37,2,3,No
4300,0.83,3454,1728,1,39200,24,1,4,Yes
4900,0.83,1186,2070,1,32100,63,5,5,No
1800,0.83,1073,420,0,0,30,4,4,No
8900,0.83,1308,4190,1,29400,66,3,5,Yes
4500,0.83,2845,3155,1,35300,57,1,4,Yes
7800,0.83,1151,5863,1,39500,53,3,3,Yes
6300,0.83,2792,5968,1,32100,52,1,4,Yes
5700,0.83,2108,6854,1,35900,50,6,3,Yes
5100,0.83,4184,5248,0,0,32,1,1,Yes
6700,0.83,2216,5225,1,31000,58,4,2,Yes
6300,0.83,6118,640,1,37000,22,8,1,Yes
5800,0.83,3933,4693,1,26800,23,6,1,Yes
5100,0.83,2374,5677,1,18800,40,2,4,Yes
7100,0.83,4252,4767,1,37900,44,1,1,Yes
5700,0.83,2652,3858,1,22700,53,1,2,Yes
4300,0.83,6179,7530,1,11700,64,6,1,Yes
7800,0.83,3653,4129,1,33300,33,1,4,Yes
1200,0.83,418,2756,1,29300,50,4,2,No
3200,0.83,1979,7039,0,0,20,3,4,Yes
2400,0.83,444,715,0,0,32,3,3,No
4500,0.83,1885,3749,1,25100,51,6,2,Yes
2900,0.83,2650,4769,1,31900,55,5,2,Yes
7000,0.83,640,1559,1,25500,66,1,3,Yes
5000,0.83,4195,4729,1,37100,32,8,3,Yes
3900,0.83,1345,1844,1,28500,31,1,2,No
1900,0.83,1532,3512,0,0,29,8,3,No
1400,0.83,821,1628,1,17100,33,3,5,No
9100,0.83,1866,3660,1,26200,20,1,3,Yes
3900,0.83,1151,3502,1,17300,46,1,4,No
6200,0.83,872,726,1,25400,39,2,2,No
7600,0.83,1256,7013,1,61500,34,4,1,Yes
3100,0.83,2368,1802,1,25600,44,2,4,Yes
4500,0.83,5907,200,1,48100,49,6,1,Yes
5500,0.83,452,1780,0,0,39,1,5,No
3400,0.83,1704,6365,1,38500,71,2,1,Yes
3900,0.83,456,591,1,27200,26,5,3,No
7000,0.83,1537,484,1,11800,30,3,1,Yes
600,0.83,625,981,0,0,59,2,3,No
3600,0.83,1003,2970,1,14800,33,6,5,No
4800,0.83,6436,302,1,76000,44,8,4,Yes
2400,0.83,2212,4723,1,51500,49,3,1,Yes
3700,0.83,982,1363,1,11300,31,4,3,No
6000,0.83,1131,6582,1,25800,46,2,3,Yes
4100,0.83,5250,2405,1,44900,43,2,5,Yes
4800,0.83,1167,2120,1,25000,39,8,4,No
5900,0.83,1605,3968,1,32100,65,3,1,Yes
1500,0.83,1091,1809,1,16600,35,8,4,No
2700,0.83,588,2375,1,30400,20,4,2,No
3700,0.83,4605,4135,1,42000,55,5,1,Yes
9000,0.83,4928,3729,1,76300,47,1,4,Yes
2500,0.83,1001,6010,1,11100,50,6,3,Yes
2600,0.83,2005,2964,1,35900,43,6,2,No
3600,0.83,1446,2192,1,7400,28,8,4,No
5000,0.83,1412,2926,1,51700,27,2,5,Yes
2200,0.83,936,4376,1,24500,42,8,5,No
700,0.83,1395,1342,1,14500,72,8,2,No
3300,0.83,1503,2136,1,28600,48,6,1,No
900,0.83,332,3176,1,33200,22,8,3,No
4600,0.83,1640,2064,1,10100,43,2,2,No
3600,0.83,4622,3969,1,32300,39,8,3,Yes
3900,0.83,276,2413,0,0,23,2,2,No
6300,0.83,375,2939,1,25600,34,8,4,Yes
4200,0.83,1505,4325,1,20000,40,4,1,No
3800,0.83,2425,7676,1,24400,33,8,3,Yes
6800,0.83,1296,2683,0,0,46,5,1,Yes
2100,0.83,647,1733,1,46800,34,8,4,Yes
3000,0.83,881,324,0,0,32,3,4,No
7300,0.83,2872,3338,1,55600,23,3,2,Yes
4100,0.83,1207,6650,1,13800,38,1,5,Yes
4600,0.83,2072,480,1,57600,57,2,4,Yes
2200,0.83,1597,1227,1,18700,39,8,4,No
6300,0.83,4863,339,1,40300,49,1,3,Yes
2200,0.83,754,1822,1,16300,49,5,5,No
7600,0.83,2152,6595,1,24900,50,3,1,Yes
4400,0.83,786,6273,1,31800,30,1,1,Yes
5400,0.83,939,2788,1,6300,40,8,3,Yes
7000,0.83,731,3844,0,0,41,5,3,No
4000,0.83,1708,3041,1,33800,74,5,3,No
6500,0.83,1608,6476,1,40900,30,1,4,Yes
4400,0.83,3769,3856,1,56200,62,1,4,Yes
4000,0.83,209,6841,1,41100,56,3,2,Yes
3100,0.83,5636,6747,1,19500,69,8,2,Yes
2800,0.83,1107,2123,1,41300,55,5,5,No
5400,0.83,279,2712,1,51800,46,4,3,Yes
7000,0.83,2254,1534,1,45900,50,2,5,Yes
2800,0.83,1739,2990,1,41800,27,8,4,No
2600,0.83,1117,3360,1,26200,33,8,2,No
2700,0.83,3043,931,1,29700,27,8,1,Yes
4200,0.83,657,1091,0,0,32,1,1,No
5100,0.83,1083,1863,1,36300,54,1,3,No
4500,0.83,1482,783,1,29900,61,2,1,No
2400,0.83,1481,858,1,21600,32,8,3,No
5700,0.83,3613,4958,1,45100,48,8,1,Yes
3200,0.83,1107,2722,1,15400,57,2,2,No
3600,0.83,2175,5011,1,25000,26,2,3,Yes
5300,0.83,0,221,1,27100,32,8,3,No
5100,0.83,2404,6140,1,55100,71,0,1,Yes
3600,0.83,1206,2514,0,0,19,0,2,No
5500,0.83,5992,3568,1,38200,19,1,4,Yes
5000,0.83,1318,3295,1,28900,30,0,1,No
3900,0.83,1279,2186,1,28000,49,1,4,No
6600,0.83,2856,6887,1,35000,30,4,3,Yes
2700,0.83,494,2102,1,30300,61,2,2,No
1500,0.83,1423,2098,1,13700,36,1,2,No
3300,0.83,2936,5782,1,10000,20,2,3,Yes
6000,0.83,957,2481,1,45000,28,3,2,No
5700,0.83,3104,4274,1,34600,29,7,1,Yes
4900,0.83,416,3147,1,52300,36,3,4,Yes
6300,0.83,2166,6324,1,38300,44,8,5,Yes
3300,0.83,958,745,1,47800,32,1,3,No
1600,0.83,2063,6005,1,59600,30,1,1,Yes
7100,0.83,1836,7653,1,47800,66,8,5,Yes
4700,0.83,638,1340,0,0,60,3,2,No
2900,0.83,4018,4328,1,50500,56,4,1,Yes
2600,0.83,1364,3421,0,0,29,1,5,No
4000,0.83,561,2180,1,21900,53,4,3,No
8200,0.83,3828,4793,1,33900,65,1,2,Yes
3600,0.83,1217,2764,1,19300,30,6,2,No
4200,0.83,1228,2354,1,20000,27,2,5,No
3000,0.83,906,2144,0,0,54,2,3,No
4400,0.83,1297,3901,0,0,42,2,3,No
4600,0.83,2169,2573,1,42700,66,8,2,Yes
3500,0.83,904,2385,1,29600,27,3,1,No
7300,0.83,1063,2427,1,13900,40,2,3,Yes
3100,0.83,1475,132,1,36000,55,8,3,No
6000,0.83,2612,5782,1,3900,44,2,2,Yes
4400,0.83,1356,2297,1,28100,49,1,3,Yes
7600,0.83,1087,6036,1,13400,43,1,2,Yes
4500,0.83,452,6843,1,24600,19,3,3,Yes
6400,0.83,902,2918,1,47900,46,4,2,No
3200,0.83,899,4476,1,61500,54,1,2,Yes
7200,0.83,2644,6854,1,32900,23,2,2,Yes
2300,0.83,845,3487,1,49700,36,1,1,Yes
8400,0.83,3822,4109,1,30500,31,8,4,Yes
2700,0.83,653,2871,1,31800,30,1,1,No
6700,0.83,3096,4606,1,33800,35,4,1,Yes
8600,0.83,628,2937,1,51300,31,3,4,Yes
7500,0.83,4509,7288,1,41700,42,3,3,Yes
3100,0.83,2512,6781,1,25000,48,8,2,Yes
3300,0.83,609,681,0,0,37,2,2,No
4100,0.83,1128,1001,1,31100,55,1,3,No
5300,0.83,3308,919,1,34200,69,1,3,Yes
4600,0.83,574,2998,1,31100,23,3,5,No
3100,0.83,796,2372,1,33600,51,8,5,No
800,0.83,1416,3633,1,39700,25,5,2,No
5800,0.83,2615,5690,1,41500,47,1,1,Yes
2400,0.83,2477,3334,1,39400,52,8,3,Yes
4500,0.83,2528,8376,1,17000,22,2,5,Yes
4000,0.83,685,3109,1,37000,51,1,3,No
3900,0.83,497,1019,0,0,58,2,3,No
5100,0.83,144,4661,1,48400,40,8,1,Yes
4000,0.83,567,2717,1,26700,39,1,4,No
4900,0.83,1156,4524,1,37000,43,2,4,Yes
4200,0.83,277,3415,1,57700,23,8,5,Yes
3800,0.83,1282,849,1,28800,54,8,5,No
4500,0.83,1104,3408,1,23500,67,1,3,Yes
8100,0.83,1447,5000,1,24000,39,1,3,Yes
9900,0.83,3445,3007,0,0,24,2,3,Yes
2900,0.83,806,3028,1,20500,44,3,2,No
700,0.83,1215,1787,1,31600,51,2,5,No
1900,0.83,519,1009,1,11000,29,1,4,No
5000,0.83,783,5967,1,32400,46,8,2,Yes
2600,0.83,544,3979,1,35600,52,1,3,Yes
4400,0.83,615,1623,1,13200,21,7,5,No
4700,0.83,776,54,1,31900,52,7,5,No
3500,0.83,1498,1993,1,45600,46,8,1,No
2700,0.83,1841,3101,1,31200,35,8,5,No
7000,0.83,488,1348,1,47000,27,2,3,Yes
6600,0.83,2496,6901,1,35700,51,3,3,Yes
4400,0.83,3965,9667,1,24200,39,2,1,Yes
4100,0.83,4894,1968,1,65600,35,4,4,Yes
4700,0.83,2292,3348,1,54300,49,8,3,Yes
4200,0.83,5277,4452,1,46600,41,2,1,Yes
6200,0.83,6217,4926,1,48400,28,0,1,Yes
9100,0.83,2495,3063,1,47600,49,1,1,Yes
8100,0.83,1365,111,1,49900,44,4,4,Yes
8400,0.83,1228,2576,1,22000,67,4,4,Yes
2600,0.83,3560,4980,1,22700,35,8,3,Yes
2300,0.83,1327,1981,1,14100,45,2,3,No
6300,0.83,229,1477,1,32700,38,4,3,Yes
3400,0.83,2246,946,1,34800,43,8,3,Yes
4400,0.83,4774,5609,1,38200,23,1,4,Yes
4400,0.83,320,8458,1,40500,58,3,4,Yes
5400,0.83,2166,3301,1,48700,32,5,4,Yes
2600,0.83,1165,662,1,23600,60,6,1,No
2000,0.83,1079,1458,1,17600,33,3,5,No
6600,0.83,1897,2929,1,30200,41,2,3,Yes
6600,0.83,952,8110,1,27900,44,8,2,Yes
7900,0.83,900,1757,1,36200,30,4,3,Yes
7900,0.83,3602,9681,1,16500,27,2,2,Yes
3400,0.83,885,3107,0,0,51,4,3,No
4200,0.83,857,5441,1,42100,49,2,1,Yes
5900,0.83,1625,2508,1,33700,39,2,1,No
5600,0.83,230,1717,1,47400,79,8,5,Yes
6600,0.83,1238,4191,1,56600,26,5,3,Yes
2100,0.83,1580,2467,1,35800,49,8,2,No
1100,0.83,1323,2617,1,29400,38,8,3,No
4600,0.83,3199,1728,1,28900,49,2,3,Yes
4600,0.83,1699,3382,1,26500,42,1,2,No
6900,0.83,1177,1950,1,30600,35,2,4,No
4500,0.83,891,6604,1,37700,42,2,3,Yes
2700,0.83,916,311,1,25100,33,2,3,No
4000,0.83,1810,1665,1,34600,41,8,3,Yes
5000,0.83,1325,6186,1,22200,49,8,1,Yes
7600,0.83,1324,4004,1,27500,37,3,5,Yes
4200,0.83,841,2053,1,26400,24,3,5,No
5900,0.83,4043,1922,1,51600,57,5,4,Yes
6500,0.83,4194,4241,1,35000,63,2,3,Yes
5500,0.83,6747,5628,1,43200,33,2,3,Yes
1700,0.83,1226,598,1,32700,60,8,1,No
2700,0.83,2877,4414,1,32800,48,2,1,Yes
2500,0.83,706,1228,1,23800,20,6,3,No
4600,0.83,778,2179,1,18400,42,2,2,No
6800,0.83,922,456,1,19400,36,2,4,Yes
3800,0.83,907,2652,0,0,59,5,3,No
4000,0.83,558,3417,1,43400,65,2,4,Yes
2300,0.83,1718,1982,0,0,46,4,5,No
7800,0.83,5162,6963,1,33800,42,1,5,Yes
4100,0.83,1179,2587,1,31000,34,3,2,No
6000,0.83,3278,5140,1,31600,54,6,3,Yes
3700,0.83,2639,166,1,29000,59,4,4,Yes
4900,0.83,3215,4250,1,51600,57,6,4,Yes
7400,0.83,420,5460,1,33600,65,2,1,Yes
4700,0.83,1191,3931,1,10300,52,6,3,No
3600,0.83,5795,5035,1,29200,35,3,5,Yes
4100,0.83,1042,2168,1,22200,43,2,2,No
6000,0.83,3371,3591,0,0,30,1,2,Yes
3300,0.83,1607,4240,1,11400,27,1,4,Yes
7500,0.83,2190,4107,1,24600,23,3,1,Yes
5300,0.83,1630,3297,1,24400,34,6,1,Yes
6500,0.83,4058,4086,1,16100,41,4,5,Yes
3700,0.83,1456,764,1,23800,30,6,3,Yes
5700,0.83,2751,4359,0,0,24,2,5,Yes
2600,0.83,3272,3971,1,33500,28,4,3,Yes
3100,0.83,2775,5766,1,46400,25,1,2,Yes
5900,0.83,1504,550,0,0,58,8,2,No
4400,0.83,843,2603,1,22400,31,8,5,No
3000,0.83,1288,609,1,34300,39,2,2,No
4800,0.83,1047,1195,1,30700,24,2,4,No
4600,0.83,801,2125,1,23100,36,6,4,No
7600,0.83,1211,4927,1,26800,62,2,5,Yes
6100,0.83,839,6901,1,1300,50,3,3,Yes
700,0.83,1670,387,0,0,45,4,1,No
2400,0.83,2126,3334,1,9700,40,2,1,Yes
3300,0.83,2450,8850,1,44000,39,3,4,Yes
3600,0.83,445,2158,1,15700,63,8,4,No
3600,0.83,1153,3133,1,18300,59,3,5,Yes
3600,0.83,165,476,1,29400,66,1,4,No
4200,0.83,2561,1863,1,45900,24,5,1,Yes
3000,0.83,1710,3219,1,20700,31,8,3,Yes
5900,0.83,156,2101,1,48900,25,2,4,Yes
4000,0.83,1363,712,1,4100,42,1,1,No
6500,0.83,1263,2496,1,32200,44,4,4,Yes
3000,0.83,878,2584,1,17700,27,8,3,No
3900,0.83,670,661,0,0,50,2,4,No
4500,0.83,1758,2694,1,21300,62,8,3,No
3000,0.83,1141,1711,1,22500,43,2,4,No
7300,0.83,887,3255,1,31900,37,3,1,Yes
6000,0.83,1014,4743,1,20700,58,1,3,Yes
2800,0.83,2190,7208,1,45600,52,8,4,Yes
6700,0.83,843,563,0,0,30,8,5,No
6300,0.83,1892,3511,1,41100,43,8,4,Yes
3100,0.83,1629,2686,1,28600,40,5,2,No
6000,0.83,584,2373,1,22400,50,7,1,No
